5.4593 	EXP 	shape_L: foreColor = <psychopy.colors.Color: green, alpha=1.0>
5.4593 	EXP 	shape_L: image = 'wave.png'
5.4593 	EXP 	shape_C: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
5.4593 	EXP 	shape_C: image = 'cross.png'
5.4593 	EXP 	shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
5.4593 	EXP 	shape_R: image = 'star.png'
5.4593 	EXP 	fixation: autoDraw = True
5.5127 	EXP 	Device response: <KeyPress from None: t=5.364909700118005, value=space, duration=0.13342690002173185>
5.9327 	EXP 	shape_L: autoDraw = True
5.9327 	EXP 	shape_C: autoDraw = True
5.9327 	EXP 	shape_R: autoDraw = True
5.9624 	EXP 	fixation: autoDraw = False
7.9350 	EXP 	fixation: autoDraw = False
7.9350 	EXP 	shape_L: autoDraw = False
7.9350 	EXP 	shape_C: autoDraw = False
7.9350 	EXP 	shape_R: autoDraw = False
7.9350 	EXP 	test_shape_L: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
7.9350 	EXP 	test_shape_L: image = 'wave.png'
7.9350 	EXP 	test_shape_C: foreColor = <psychopy.colors.Color: green, alpha=1.0>
7.9350 	EXP 	test_shape_C: image = 'cross.png'
7.9350 	EXP 	test_shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
7.9350 	EXP 	test_shape_R: image = 'star.png'
8.9128 	INFO 	Keyboard events cleared
8.9127 	EXP 	test_shape_L: autoDraw = True
8.9127 	EXP 	test_shape_C: autoDraw = True
8.9127 	EXP 	test_shape_R: autoDraw = True
11.0466 	EXP 	Device response: <KeyPress from None: t=11.045597100164741, value=d, duration=None>
11.0470 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'shape1': 'cross.png', 'shape2': 'star.png', 'shape3': 'wave.png', 'color1': 'red', 'color2': 'green', 'color3': 'blue', 'condition': 'same', 'corrAns': 's', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
11.0574 	DATA 	Keypress: d
11.0631 	EXP 	test_shape_L: autoDraw = False
11.0631 	EXP 	test_shape_C: autoDraw = False
11.0631 	EXP 	test_shape_R: autoDraw = False
11.0631 	EXP 	shape_L: foreColor = <psychopy.colors.Color: red, alpha=1.0>
11.0631 	EXP 	shape_L: image = 'cross.png'
11.0631 	EXP 	shape_C: foreColor = <psychopy.colors.Color: green, alpha=1.0>
11.0631 	EXP 	shape_C: image = 'star.png'
11.0631 	EXP 	shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
11.0631 	EXP 	shape_R: image = 'wave.png'
11.0631 	EXP 	fixation: autoDraw = True
11.1291 	EXP 	Device response: <KeyPress from None: t=11.045597100164741, value=d, duration=0.07044659997336566>
11.5460 	EXP 	shape_L: autoDraw = True
11.5460 	EXP 	shape_C: autoDraw = True
11.5460 	EXP 	shape_R: autoDraw = True
11.5625 	EXP 	fixation: autoDraw = False
13.5461 	EXP 	shape_L: autoDraw = False
13.5461 	EXP 	shape_C: autoDraw = False
13.5461 	EXP 	shape_R: autoDraw = False
13.5461 	EXP 	fixation: autoDraw = False
13.5461 	EXP 	shape_L: autoDraw = False
13.5461 	EXP 	shape_C: autoDraw = False
13.5461 	EXP 	shape_R: autoDraw = False
13.5461 	EXP 	test_shape_L: foreColor = <psychopy.colors.Color: red, alpha=1.0>
13.5461 	EXP 	test_shape_L: image = 'cross.png'
13.5461 	EXP 	test_shape_C: foreColor = <psychopy.colors.Color: green, alpha=1.0>
13.5461 	EXP 	test_shape_C: image = 'star.png'
13.5461 	EXP 	test_shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
13.5461 	EXP 	test_shape_R: image = 'wave.png'
14.5622 	INFO 	Keyboard events cleared
14.5621 	EXP 	test_shape_L: autoDraw = True
14.5621 	EXP 	test_shape_C: autoDraw = True
14.5621 	EXP 	test_shape_R: autoDraw = True
16.9959 	EXP 	Device response: <KeyPress from None: t=16.988092600135133, value=s, duration=None>
16.9961 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'shape1': 'cross.png', 'shape2': 'star.png', 'shape3': 'wave.png', 'color1': 'red', 'color2': 'green', 'color3': 'blue', 'condition': 'different', 'corrAns': 'd', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
17.0044 	DATA 	Keypress: s
17.0128 	EXP 	test_shape_L: autoDraw = False
17.0128 	EXP 	test_shape_C: autoDraw = False
17.0128 	EXP 	test_shape_R: autoDraw = False
17.0128 	EXP 	shape_L: foreColor = <psychopy.colors.Color: red, alpha=1.0>
17.0128 	EXP 	shape_L: image = 'cross.png'
17.0128 	EXP 	shape_C: foreColor = <psychopy.colors.Color: green, alpha=1.0>
17.0128 	EXP 	shape_C: image = 'star.png'
17.0128 	EXP 	shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
17.0128 	EXP 	shape_R: image = 'wave.png'
17.0128 	EXP 	fixation: autoDraw = True
17.1127 	EXP 	Device response: <KeyPress from None: t=16.988092600135133, value=s, duration=0.11546780006028712>
17.4955 	EXP 	shape_L: autoDraw = True
17.4955 	EXP 	shape_C: autoDraw = True
17.4955 	EXP 	shape_R: autoDraw = True
17.5125 	EXP 	fixation: autoDraw = False
19.4960 	EXP 	shape_L: autoDraw = False
19.4960 	EXP 	shape_C: autoDraw = False
19.4960 	EXP 	shape_R: autoDraw = False
19.4960 	EXP 	fixation: autoDraw = False
19.4960 	EXP 	shape_L: autoDraw = False
19.4960 	EXP 	shape_C: autoDraw = False
19.4960 	EXP 	shape_R: autoDraw = False
19.4960 	EXP 	test_shape_L: foreColor = <psychopy.colors.Color: green, alpha=1.0>
19.4960 	EXP 	test_shape_L: image = 'cross.png'
19.4960 	EXP 	test_shape_C: foreColor = <psychopy.colors.Color: red, alpha=1.0>
19.4960 	EXP 	test_shape_C: image = 'star.png'
19.4960 	EXP 	test_shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
19.4960 	EXP 	test_shape_R: image = 'wave.png'
20.4958 	INFO 	Keyboard events cleared
20.4956 	EXP 	test_shape_L: autoDraw = True
20.4956 	EXP 	test_shape_C: autoDraw = True
20.4956 	EXP 	test_shape_R: autoDraw = True
21.8289 	EXP 	Device response: <KeyPress from None: t=21.817265700083226, value=d, duration=None>
21.8290 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'shape1': 'star.png', 'shape2': 'wave.png', 'shape3': 'cross.png', 'color1': 'blue', 'color2': 'yellow', 'color3': 'red', 'condition': 'same', 'corrAns': 's', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
21.8374 	DATA 	Keypress: d
21.8462 	EXP 	test_shape_L: autoDraw = False
21.8462 	EXP 	test_shape_C: autoDraw = False
21.8462 	EXP 	test_shape_R: autoDraw = False
21.8462 	EXP 	shape_L: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
21.8462 	EXP 	shape_L: image = 'star.png'
21.8462 	EXP 	shape_C: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
21.8462 	EXP 	shape_C: image = 'wave.png'
21.8462 	EXP 	shape_R: foreColor = <psychopy.colors.Color: red, alpha=1.0>
21.8462 	EXP 	shape_R: image = 'cross.png'
21.8462 	EXP 	fixation: autoDraw = True
21.8959 	EXP 	Device response: <KeyPress from None: t=21.817265700083226, value=d, duration=0.06454379996284842>
22.3294 	EXP 	shape_L: autoDraw = True
22.3294 	EXP 	shape_C: autoDraw = True
22.3294 	EXP 	shape_R: autoDraw = True
22.3453 	EXP 	fixation: autoDraw = False
24.3288 	EXP 	shape_L: autoDraw = False
24.3288 	EXP 	shape_C: autoDraw = False
24.3288 	EXP 	shape_R: autoDraw = False
24.3288 	EXP 	fixation: autoDraw = False
24.3288 	EXP 	shape_L: autoDraw = False
24.3288 	EXP 	shape_C: autoDraw = False
24.3288 	EXP 	shape_R: autoDraw = False
24.3288 	EXP 	test_shape_L: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
24.3288 	EXP 	test_shape_L: image = 'star.png'
24.3288 	EXP 	test_shape_C: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
24.3288 	EXP 	test_shape_C: image = 'wave.png'
24.3288 	EXP 	test_shape_R: foreColor = <psychopy.colors.Color: red, alpha=1.0>
24.3288 	EXP 	test_shape_R: image = 'cross.png'
25.3286 	INFO 	Keyboard events cleared
25.3284 	EXP 	test_shape_L: autoDraw = True
25.3284 	EXP 	test_shape_C: autoDraw = True
25.3284 	EXP 	test_shape_R: autoDraw = True
27.4790 	EXP 	Device response: <KeyPress from None: t=27.47799600008875, value=s, duration=None>
27.4794 	EXP 	New trial (rep=1, index=0): <Trial 4 (0 in rep 1) data={'shape1': 'cross.png', 'shape2': 'star.png', 'shape3': 'wave.png', 'color1': 'red', 'color2': 'green', 'color3': 'blue', 'condition': 'same', 'corrAns': 's', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 1}>
27.4914 	DATA 	Keypress: s
27.4957 	EXP 	test_shape_L: autoDraw = False
27.4957 	EXP 	test_shape_C: autoDraw = False
27.4957 	EXP 	test_shape_R: autoDraw = False
27.4957 	EXP 	shape_L: foreColor = <psychopy.colors.Color: red, alpha=1.0>
27.4957 	EXP 	shape_L: image = 'cross.png'
27.4957 	EXP 	shape_C: foreColor = <psychopy.colors.Color: green, alpha=1.0>
27.4957 	EXP 	shape_C: image = 'star.png'
27.4957 	EXP 	shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
27.4957 	EXP 	shape_R: image = 'wave.png'
27.4957 	EXP 	fixation: autoDraw = True
27.6289 	EXP 	Device response: <KeyPress from None: t=27.47799600008875, value=s, duration=0.1356528999749571>
27.9785 	EXP 	shape_L: autoDraw = True
27.9785 	EXP 	shape_C: autoDraw = True
27.9785 	EXP 	shape_R: autoDraw = True
27.9949 	EXP 	fixation: autoDraw = False
29.9783 	EXP 	shape_L: autoDraw = False
29.9783 	EXP 	shape_C: autoDraw = False
29.9783 	EXP 	shape_R: autoDraw = False
29.9783 	EXP 	fixation: autoDraw = False
29.9783 	EXP 	shape_L: autoDraw = False
29.9783 	EXP 	shape_C: autoDraw = False
29.9783 	EXP 	shape_R: autoDraw = False
29.9783 	EXP 	test_shape_L: foreColor = <psychopy.colors.Color: red, alpha=1.0>
29.9783 	EXP 	test_shape_L: image = 'cross.png'
29.9783 	EXP 	test_shape_C: foreColor = <psychopy.colors.Color: green, alpha=1.0>
29.9783 	EXP 	test_shape_C: image = 'star.png'
29.9783 	EXP 	test_shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
29.9783 	EXP 	test_shape_R: image = 'wave.png'
30.9950 	INFO 	Keyboard events cleared
30.9948 	EXP 	test_shape_L: autoDraw = True
30.9948 	EXP 	test_shape_C: autoDraw = True
30.9948 	EXP 	test_shape_R: autoDraw = True
33.4285 	EXP 	Device response: <KeyPress from None: t=33.421041700057685, value=s, duration=None>
33.4289 	EXP 	New trial (rep=1, index=1): <Trial 5 (1 in rep 1) data={'shape1': 'wave.png', 'shape2': 'cross.png', 'shape3': 'star.png', 'color1': 'green', 'color2': 'yellow', 'color3': 'blue', 'condition': 'different', 'corrAns': 'd', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 1}>
33.4393 	DATA 	Keypress: s
33.4452 	EXP 	test_shape_L: autoDraw = False
33.4452 	EXP 	test_shape_C: autoDraw = False
33.4452 	EXP 	test_shape_R: autoDraw = False
33.4452 	EXP 	shape_L: foreColor = <psychopy.colors.Color: green, alpha=1.0>
33.4452 	EXP 	shape_L: image = 'wave.png'
33.4452 	EXP 	shape_C: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
33.4452 	EXP 	shape_C: image = 'cross.png'
33.4452 	EXP 	shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
33.4452 	EXP 	shape_R: image = 'star.png'
33.4452 	EXP 	fixation: autoDraw = True
33.5452 	EXP 	Device response: <KeyPress from None: t=33.421041700057685, value=s, duration=0.1099636999424547>
33.9281 	EXP 	shape_L: autoDraw = True
33.9281 	EXP 	shape_C: autoDraw = True
33.9281 	EXP 	shape_R: autoDraw = True
33.9448 	EXP 	fixation: autoDraw = False
35.9282 	EXP 	shape_L: autoDraw = False
35.9282 	EXP 	shape_C: autoDraw = False
35.9282 	EXP 	shape_R: autoDraw = False
35.9282 	EXP 	fixation: autoDraw = False
35.9282 	EXP 	shape_L: autoDraw = False
35.9282 	EXP 	shape_C: autoDraw = False
35.9282 	EXP 	shape_R: autoDraw = False
35.9282 	EXP 	test_shape_L: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
35.9282 	EXP 	test_shape_L: image = 'wave.png'
35.9282 	EXP 	test_shape_C: foreColor = <psychopy.colors.Color: green, alpha=1.0>
35.9282 	EXP 	test_shape_C: image = 'cross.png'
35.9282 	EXP 	test_shape_R: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
35.9282 	EXP 	test_shape_R: image = 'star.png'
36.9281 	INFO 	Keyboard events cleared
36.9280 	EXP 	test_shape_L: autoDraw = True
36.9280 	EXP 	test_shape_C: autoDraw = True
36.9280 	EXP 	test_shape_R: autoDraw = True
39.3615 	EXP 	Device response: <KeyPress from None: t=39.3487031001132, value=d, duration=None>
39.3619 	EXP 	New trial (rep=1, index=2): <Trial 6 (2 in rep 1) data={'shape1': 'star.png', 'shape2': 'wave.png', 'shape3': 'cross.png', 'color1': 'blue', 'color2': 'yellow', 'color3': 'red', 'condition': 'same', 'corrAns': 's', 'thisN': 6, 'thisTrialN': 2, 'thisRepN': 1}>
39.3718 	DATA 	Keypress: d
39.3782 	EXP 	test_shape_L: autoDraw = False
39.3782 	EXP 	test_shape_C: autoDraw = False
39.3782 	EXP 	test_shape_R: autoDraw = False
39.3782 	EXP 	shape_L: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
39.3782 	EXP 	shape_L: image = 'star.png'
39.3782 	EXP 	shape_C: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
39.3782 	EXP 	shape_C: image = 'wave.png'
39.3782 	EXP 	shape_R: foreColor = <psychopy.colors.Color: red, alpha=1.0>
39.3782 	EXP 	shape_R: image = 'cross.png'
39.3782 	EXP 	fixation: autoDraw = True
39.4113 	EXP 	Device response: <KeyPress from None: t=39.3487031001132, value=d, duration=0.054779999889433384>
39.8777 	EXP 	fixation: autoDraw = False
39.8777 	EXP 	shape_L: autoDraw = True
39.8777 	EXP 	shape_C: autoDraw = True
39.8777 	EXP 	shape_R: autoDraw = True
41.8779 	EXP 	shape_L: autoDraw = False
41.8779 	EXP 	shape_C: autoDraw = False
41.8779 	EXP 	shape_R: autoDraw = False
41.8779 	EXP 	fixation: autoDraw = False
41.8779 	EXP 	shape_L: autoDraw = False
41.8779 	EXP 	shape_C: autoDraw = False
41.8779 	EXP 	shape_R: autoDraw = False
41.8779 	EXP 	test_shape_L: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
41.8779 	EXP 	test_shape_L: image = 'star.png'
