shape1,shape2,shape3,color1,color2,color3,condition,corrAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,Instructions.started,inst_text.started,inst_key.started,Instructions.stopped,inst_key.keys,inst_key.rt,inst_key.duration,Sample.started,fixation.started,shape_L.started,shape_C.started,shape_R.started,fixation.stopped,Sample.stopped,Test.started,test_shape_L.started,test_shape_C.started,test_shape_R.started,key_resp.started,Test.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,shape_L.stopped,shape_C.stopped,shape_R.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,False,0.0026388000696897507,0.007669100072234869,0.007669100072234869,5.400279600173235,space,5.357215099968016,None,,,,,,,,,,,,,,,,,,,,,970002,001,2026-08-01_17h04.09.577,vst_task_final,,2026.1.3,60.006432682679915,2026-08-01 17h04.09.944794 +0400,
wave.png,cross.png,star.png,green,yellow,blue,different,d,0,0,0,d,1,2.1328519999515265,None,0,0,0,3,5.459333100123331,,,,,,,,,,5.428908000001684,5.459333100123331,5.932657900033519,5.932657900033519,5.932657900033519,5.962442200165242,7.9129884000867605,7.933289900189266,8.912669000215828,8.912669000215828,8.912669000215828,8.912669000215828,11.046784300124273,d,1,2.1328519999515265,None,,,,970002,001,2026-08-01_17h04.09.577,vst_task_final,,2026.1.3,60.006432682679915,2026-08-01 17h04.09.944794 +0400,
cross.png,star.png,wave.png,red,green,blue,same,s,1,1,0,s,1,2.4259729001205415,None,0,1,1,0,11.063139400212094,,,,,,,,,,11.0567431000527,11.063139400212094,11.546030800091103,11.546030800091103,11.546030800091103,11.562499300111085,13.529819800052792,13.53999080020003,14.562080100178719,14.562080100178719,14.562080100178719,14.562080100178719,16.995954800164327,s,1,2.4259729001205415,None,13.546128400135785,13.546128400135785,13.546128400135785,970002,001,2026-08-01_17h04.09.577,vst_task_final,,2026.1.3,60.006432682679915,2026-08-01 17h04.09.944794 +0400,
cross.png,star.png,wave.png,red,green,blue,different,d,2,2,0,d,1,1.3215876000467688,None,0,2,2,1,17.01283060014248,,,,,,,,,,17.003769700182602,17.01283060014248,17.495527300052345,17.495527300052345,17.495527300052345,17.51247280021198,19.479366700164974,19.489385600201786,20.495608900208026,20.495608900208026,20.495608900208026,20.495608900208026,21.828933499986306,d,1,1.3215876000467688,None,19.496000100160018,19.496000100160018,19.496000100160018,970002,001,2026-08-01_17h04.09.577,vst_task_final,,2026.1.3,60.006432682679915,2026-08-01 17h04.09.944794 +0400,
star.png,wave.png,cross.png,blue,yellow,red,same,s,3,3,0,s,1,2.149482199922204,None,0,3,3,2,21.846161300083622,,,,,,,,,,21.83691589999944,21.846161300083622,22.32940940000117,22.32940940000117,22.32940940000117,22.345265600131825,24.312260400038213,24.322299499996006,25.328447700012475,25.328447700012475,25.328447700012475,25.328447700012475,27.479184000054374,s,1,2.149482199922204,None,24.328802000032738,24.328802000032738,24.328802000032738,970002,001,2026-08-01_17h04.09.577,vst_task_final,,2026.1.3,60.006432682679915,2026-08-01 17h04.09.944794 +0400,
cross.png,star.png,wave.png,red,green,blue,same,s,4,0,1,s,1,2.426144599914551,None,1,0,4,0,27.495655600214377,,,,,,,,,,27.490862400038168,27.495655600214377,27.97848100005649,27.97848100005649,27.97848100005649,27.994873100193217,29.961950400145724,29.971139200031757,30.994811600074172,30.994811600074172,30.994811600074172,30.994811600074172,33.42863010009751,s,1,2.426144599914551,None,29.978312800172716,29.978312800172716,29.978312800172716,970002,001,2026-08-01_17h04.09.577,vst_task_final,,2026.1.3,60.006432682679915,2026-08-01 17h04.09.944794 +0400,
wave.png,cross.png,star.png,green,yellow,blue,different,d,5,1,1,d,1,2.420687099918723,None,1,1,5,3,33.44522730004974,,,,,,,,,,33.43874840019271,33.44522730004974,33.92810200015083,33.92810200015083,33.92810200015083,33.944771100068465,35.911898400168866,35.921680100029334,36.927952700061724,36.927952700061724,36.927952700061724,36.927952700061724,39.361677600070834,d,1,2.420687099918723,None,35.92820200021379,35.92820200021379,35.92820200021379,970002,001,2026-08-01_17h04.09.577,vst_task_final,,2026.1.3,60.006432682679915,2026-08-01 17h04.09.944794 +0400,
star.png,wave.png,cross.png,blue,yellow,red,same,s,6,2,1,s,1,1.9382050998974591,None,1,2,6,2,39.3782018001657,,,,,,,,,,39.37130340002477,39.3782018001657,39.877735499991104,39.877735499991104,39.877735499991104,39.877735499991104,41.8615751999896,41.871387800201774,42.860940100159496,42.860940100159496,42.860940100159496,42.860940100159496,44.811370600014925,s,1,1.9382050998974591,None,41.87791460007429,41.87791460007429,41.87791460007429,970002,001,2026-08-01_17h04.09.577,vst_task_final,,2026.1.3,60.006432682679915,2026-08-01 17h04.09.944794 +0400,
cross.png,star.png,wave.png,red,green,blue,different,d,7,3,1,d,1,2.4559498000890017,None,1,3,7,1,44.82781400019303,,,,,,,,,,44.82064260006882,44.82781400019303,45.310863099992275,45.310863099992275,45.310863099992275,45.327422000002116,47.29456130019389,47.30412730015814,48.3105785001535,48.3105785001535,48.3105785001535,48.3105785001535,50.77754590008408,d,1,2.4559498000890017,None,47.311193300178275,47.311193300178275,47.311193300178275,970002,001,2026-08-01_17h04.09.577,vst_task_final,,2026.1.3,60.006432682679915,2026-08-01 17h04.09.944794 +0400,
